,商品id,标题,价格,店铺,品牌,图片,总评数,平均得分,好评数,默认好评,好评率,追评数,视频晒单数,差评数,中评数
87,10088346897817,	vivo Y66\/Y66i 二手  智能安卓全面屏备用老年学生工作  黑色（颜色随机） 3GB+32GB 8成新,119.0,逸平优品二手手机专营店,vivo,//img12.360buyimg.com/n7/jfs/t1/105986/21/47648/93058/65d4c6fdF02727f06/6a4eace2a1b96a83.jpg.avif,1000,5,200,1000,0.92,9,8,6,10
88,10088734567198,vivo iQOO 12Pro 第三代骁龙8 大底主摄潜望式长焦  144Hz E7 2K屏 5G电竞游戏  120W超快闪充 赛道版 16GB+1TB,5999.0,iQOO官方旗舰店,vivo,//img13.360buyimg.com/n7/jfs/t1/156798/24/41428/51579/65d495a1F5b3d2693/6ca55d926895c897.png.avif,2000,5,500,2000,0.96,10,8,10,6
89,10042555196806,	vivo Y30 5000mAh大电池强续航 后置AI智慧三摄拍照美颜智能游戏 二手  95新 云水蓝 4+128G,379.0,芒果二手手机专营店,vivo,//img11.360buyimg.com/n7/jfs/t1/125067/12/33143/54480/644e689bFca60c829/2a94282c4007501a.jpg.avif,5000,5,1600,5000,0.96,70,60,30,30
90,10078826877309,vivo Y78 5G快充拍照  天玑7020 44W闪充 120Hz原色适眼屏 5000万超清主摄 玉瓷青 8GB+128GB,999.0,天赋吉手机专营店,vivo,//img14.360buyimg.com/n7/jfs/t1/91849/9/38133/50464/6492aa02F95d11743/506f562d22d17de4.jpg.avif,100,5,20,100,1.0,1,4,0,0
91,10070330629424,vivo iQOO Z7 120W闪充 高通骁龙782G 6400万像素防抖 5G全网通智能  8GB+256GB 原子蓝 官方标配,1249.0,iQOO官方旗舰店,vivo,//img14.360buyimg.com/n7/jfs/t1/167595/20/41921/67038/65d4978fF821c857b/02c31ebfcdfca2f6.png.avif,10000,5,3100,10000,0.97,60,30,50,30
95,10073827095565,	vivo Y66 /y66i 智能安卓  备用机 工作机 老人机 二手  全网通 黑色 9成新,132.0,倩倩数码二手手机专营店,vivo,//img10.360buyimg.com/n7/jfs/t1/167687/32/35648/67205/64ec3590F703028db/c2742e330b9cd6b9.png.avif,2000,5,500,2000,0.91,30,20,20,20
96,10074346694862,	vivo Y67/y75 二手  安卓  全网通 备用机 老年 学生  指纹解锁 黑色 4G+32G 9成新,138.0,倩倩数码二手手机专营店,vivo,//img12.360buyimg.com/n7/jfs/t1/100193/16/40980/39890/652fe6daF7b05087c/758ea4ae090d5085.png.avif,1000,5,200,500,0.94,7,5,9,8
97,100052117065,vivo X90 8GB+256GB 至黑 4nm天玑9200旗舰芯片 自研芯片V2 120W双芯闪充 蔡司影像 5G 拍照 ,3799.0,中国移动手机京东自营专区,vivo,//img10.360buyimg.com/n7/jfs/t1/112970/21/31730/36246/63bf7d38F52cab242/ad65f26464cb9044.jpg.avif,200,5,60,200,1.0,2,0,0,0
98,10072902257840,	vivo Z1/Z1i 二手  骁龙660处理器 双摄拍照游戏  王者吃鸡流畅 双卡双待 瓷釉黑 z1 6GB+128GB 全网通（无痕） 95新,328.0,倩倩数码二手手机专营店,vivo,//img10.360buyimg.com/n7/jfs/t1/120531/4/39925/45295/6540c47aFbec3c9a1/57bc224aa740b4bb.png.avif,1000,5,300,500,0.95,10,4,8,10
99,10094067172004,vivo S10 Pro天玑1100全网通5G智能拍照游戏学生千元vivoS10e  S10 pro 绮光焕彩-面部解锁 12+256（9.5成新轻微使用痕迹）,963.0,智创数字通讯小店,vivo,//img14.360buyimg.com/n7/jfs/t1/229450/11/9409/35660/6581a202F83cd8d27/4ce1020fab7962f9.jpg.avif,20,5,3,17,1.0,0,0,0,0
100,10088102855557,vivo Y78+ 旗舰级120Hz OLED曲面屏 5000万OIS光学防抖 5G拍照 vivoy78+ 凤羽金Y78（天玑7020） 8GB+128GB,999.0,利达手机专营店,vivo,//img12.360buyimg.com/n7/jfs/t1/9473/25/23311/58077/6527a3ecFe8dbc5cf/4cb306ab790ebe8d.jpg.avif,100,5,10,100,1.0,0,0,0,0
101,10020193445604,	vivo Y93 二手  水滴屏全面屏 移动联通电信全网通4G 安卓智能游戏  紫霞红 3+64GB  9成新,219.0,慧耀二手商品专营店,vivo,//img14.360buyimg.com/n7/jfs/t1/102770/30/38040/135352/65da1d68F7fb107df/0a2ad6fb98633407.jpg.avif,500,5,200,500,0.93,8,6,10,5
102,10047340353427,	vivo X21 全面屏 双摄美颜拍照 游戏  vivo拍照  二手vivo  二手95新 冰钻黑 6G+128G【95新】,368.0,优锋派二手商品专营店,vivo,//img12.360buyimg.com/n7/jfs/t1/228896/24/14055/509070/65da2739F929d2f09/cc79ccc69e104d6e.png.avif,2000,5,800,2000,0.88,20,20,70,30
103,28505249754,	vivo Y66  智能安卓  备用机 工作机 老人机 二手  金色 3GB+32GB   9成新,141.0,唯尔优品二手商品专营店,vivo,//img14.360buyimg.com/n7/jfs/t1/158416/19/35970/54969/65da26e2F9e0df9ec/4896623caed84610.png.avif,20000,5,6500,10000,0.94,200,100,200,100
104,30311396439,	vivo X9 Plus 二手  智能安卓游戏  全网通 金色 6G+64G 全网通    9成新,268.0,唯尔优品二手商品专营店,vivo,//img14.360buyimg.com/n7/jfs/t1/227676/27/14465/76748/65da26e1F3f733883/f504c6abfb776eef.jpg.avif,1000,5,700,1000,0.94,20,6,20,20
105,10094384345457,vivo iQOO Neo9Pro 天玑9300旗舰芯和自研芯片Q1 索尼大底主摄 5G游戏  16+1T 航海蓝 官方标配,3999.0,零疆旗舰店,vivo,//img12.360buyimg.com/n7/jfs/t1/95365/35/36566/141002/65953052F943e959c/66a3779cac4cdd37.jpg.avif,200,5,100,100,1.0,6,5,0,0
109,42869041397,	vivo Y55  工作机 备用机 4G 安卓  二手  玫瑰金 2GB+16GB （8成新）,129.0,唯尔优品二手商品专营店,vivo,//img12.360buyimg.com/n7/jfs/t1/98349/7/42982/124836/65da26e6F164e3b61/5ed03df5015e994c.jpg.avif,10000,5,3400,5000,0.93,100,40,100,80
110,68090729791,	【二手9成新】 vivo S1 Pro 3200万AI高清自拍 超广角后置三摄拍照  钟情蓝 6+ 钟情蓝 6G+256G（全网通）,675.22,金麦子二手手机专营店,vivo,//img11.360buyimg.com/n7/jfs/t1/100891/15/18822/68764/5e971b9bE1ab38fe7/c5208296c98baaf8.jpg.avif,200,5,100,200,0.93,10,8,3,5
111,10034648165503,	vivo iQOO Pro二 双模5G全网高通骁龙855智能安卓电竞游戏机6.41英寸 95成新 勒芒蓝 12GB+128GB【5G版】,998.0,海陆优品二手商品专营店,vivo,//img13.360buyimg.com/n7/jfs/t1/109374/36/33425/126520/6568cadeF0ac949b4/12c85dd3379b637a.jpg.avif,100,5,30,71,0.97,0,0,1,0
112,10038527082861,	vivo iQOO U3x 高通骁龙八核强芯 5000mAh大电池 90Hz竞速屏 二手  95新 浅蓝色 4+128G,480.0,芒果二手手机专营店,vivo,//img11.360buyimg.com/n7/jfs/t1/97457/15/20610/60437/644e499fF5ee99bd3/8e237a8059e19bb9.jpg.avif,1000,5,300,1000,0.97,10,10,4,6
113,30338305112,	vivo Y67 二手   安卓  工作机   备用机  老人机 玫瑰金         4GB+32GB 全网通 9成新,158.0,唯尔优品二手商品专营店,vivo,//img12.360buyimg.com/n7/jfs/t1/100490/7/43352/102230/65da26e6Fe2ae9137/827d55906cb41621.jpg.avif,10000,5,3300,5000,0.92,100,40,100,100
114,10066078949848,vivo iQOO Neo7SE 天玑8200 120W闪充 120Hz柔性直屏 5G游戏智能  12GB+512GB 电子蓝 官方标配,1699.0,iQOO官方旗舰店,vivo,//img13.360buyimg.com/n7/jfs/t1/87137/30/43550/60285/65d49909F8343236e/e4228f8979753d15.png.avif,20000,5,4700,20000,0.97,100,50,70,60
116,69387805520,	【二手9成新】【现货秒发】vivo Y93/Y93s 水滴屏全面屏 移动联通电信4G  双卡双待 星夜黑 4+64GB,218.25,诚峻二手手机专营店,vivo,//img10.360buyimg.com/n7/jfs/t1/118632/10/6846/202455/5ebe3b5fE692e4742/fed3781e2b2c3a79.jpg.avif,1000,5,200,1000,0.93,10,9,8,10
117,10064014643475,	vivo Y3s 二手  5000mAh大电池 智慧双摄 拍照美颜智能游戏 全面屏 全网通 海风青 4GB+128GB 95新,336.0,逸平优品二手手机专营店,vivo,//img10.360buyimg.com/n7/jfs/t1/236932/32/11737/100846/65d4c6fbF04cfc200/45c256b5f537b40a.jpg.avif,200,5,40,200,0.98,1,1,0,1
118,10072649224925,	vivo Y79 二手   安卓  指纹面部识别 全网通智能   5.99英寸 黑色  4GB+64GB 9成新,188.0,倩倩数码二手手机专营店,vivo,//img10.360buyimg.com/n7/jfs/t1/237562/6/2341/34808/654f09b9F14654e04/65ca6245d11e42d0.png.avif,200,5,100,100,0.97,6,2,1,2
119,10092158980069,vivo93s全面屏Y85 75人脸指纹识别学生游戏高  Y93黑色 9成新128GB,395.0,诚信数码产品经营部,vivo,//img14.360buyimg.com/n7/jfs/t1/233469/31/4292/42505/6560b4faFf4edfaa1/cdb3863f56b546f3.jpg.avif,1,5,0,1,1.0,0,0,0,0
120,10093776033089,	vivo Y55全网通4G 安卓  二手  备用机 老年学生工作 （刷抖音，玩游戏勿拍） 黑色（颜色随机） 2GB+16GB（全网通） 8成新,105.0,逸平优品二手手机专营店,vivo,//img14.360buyimg.com/n7/jfs/t1/96924/17/40649/98827/65d4c6feF8ffa13cd/de2a538d89f67fd5.jpg.avif,500,5,60,200,0.92,3,0,4,1
121,70680301098,	二手9成新 现货秒发 vivo x21i x21ia双摄美颜拍照  全网通双卡双待 极夜黑 6.2 极夜黑 6.28英寸 6G RAM 128G ROM,546.84,金麦子二手手机专营店,vivo,//img13.360buyimg.com/n7/jfs/t1/121987/26/4992/65705/5ee997a0E25c58570/39700bbf0a1407dd.jpg.avif,200,5,70,200,0.92,3,2,2,4
122,69244488708,	vivo Y97 水滴屏 拍照二手  面部识别全网通4G 星夜黑 4G+128G 全网通 9成新,280.0,唯尔优品二手商品专营店,vivo,//img13.360buyimg.com/n7/jfs/t1/92491/22/46221/76615/65da26e4F2e8466b1/93cb21774a6d0a04.jpg.avif,1000,5,200,500,0.94,10,5,9,8
123,70681337512,	二手9成新 vivo X21 UD x21ud 屏幕指纹版 双摄拍照  音乐时尚 双卡双待 冰钻黑 宝石红 6.28英寸 6G RAM 128G ROM,556.64,金麦子二手手机专营店,vivo,//img12.360buyimg.com/n7/jfs/t1/141255/16/868/75491/5ee99e20E72096e85/13aad2a23494aac2.jpg.avif,100,5,40,100,1.0,1,3,0,0
124,10072590656798,	vivo Y97 水滴屏 游戏  二手  面部识别全网通4G 二手vivo  星夜黑 4GB+128GB全网通 9成新,265.0,倩倩数码二手手机专营店,vivo,//img13.360buyimg.com/n7/jfs/t1/235069/9/12548/53614/65b4fa46F1de4aeaf/ae5a1f676ec7d063.png.avif,500,5,90,200,0.92,6,3,3,4
125,10092580540130,vivo2手vivo  vivo X23备用机X21通双卡智能X9指纹解锁学生手 X9金色(4+64G)通 8成新 x 128GB x 全套配件+闪充,319.0,智能vo手机小店,vivo,//img10.360buyimg.com/n7/jfs/t1/229378/33/4507/77238/6566e23fFaa2bacf4/2643bd23d48d8046.jpg.avif,0,5,0,0,1.0,0,0,0,0
126,10096232275201,VIVO S18 Pro 天玑9200+旗舰芯片后置影棚级柔光环5000mAh超薄蓝海电池5G  青澈 16+256GB,2868.0,糖豹手机通讯专营店,vivo,//img11.360buyimg.com/n7/jfs/t1/236058/19/12517/46101/65b34173Ff3ec44d6/6b93e18a047b799e.jpg.avif,0,5,0,0,1.0,0,0,0,0
127,31176924210,	vivo X7 学生 安卓  备用机 二手智能拍照  金色 4G+64G 全网通 9成新,198.0,唯尔优品二手商品专营店,vivo,//img10.360buyimg.com/n7/jfs/t1/133085/35/42288/528775/65da26e1F1bf435fa/8a4cafd367c382d6.png.avif,5000,5,2300,2000,0.94,60,30,90,50
128,10088537865764,vivo Y55t 全网通  5000万超清影像 200%大音量 5000mAh电池 星环黑 6GB+128GB,849.0,炜东电商旗舰店,vivo,//img14.360buyimg.com/n7/jfs/t1/168989/21/42068/496971/65c191c9Fe6e46698/6c1aaf8e813ea82e.png.avif,200,5,100,200,0.99,3,4,0,1
129,10028707099003,	【二手9成新】vivo Z5 二手  安卓全息幻彩4800万超广角AI三摄 全息幻彩6G 64G 全息幻彩 6G+128GB（全网通）,645.82,金麦子二手手机专营店,vivo,//img13.360buyimg.com/n7/jfs/t1/168959/20/16074/104251/60673c39Ee8a0df73/7315c5fc275db810.jpg.avif,79,5,10,58,0.9,0,4,0,2
130,10078164807572,vivo S17e 新品5G拍照智能  6400万超清主摄 66W超快闪充 vivos17e 晴波蓝 12GB+256GB,1588.0,元烽手机专营店,vivo,//img12.360buyimg.com/n7/jfs/t1/115039/20/36644/53644/6487ebe7F30cd8963/7d1644c1ba73a439.jpg.avif,2,5,0,2,1.0,0,0,0,0
131,10091129259581,	iQOO Neo8 5G  骁龙8+处理器 自研芯片V1+ 144HZ  二手  冲浪 12G+256G 99新,1689.0,尚机汇二手手机小店,vivo,//img11.360buyimg.com/n7/jfs/t1/191433/15/39681/56107/65533183F2e85435a/b919d66f0d0064da.png.avif,62,5,10,51,1.0,1,0,0,0
132,10093583470682,	vivo S17 Pro 二手 5G拍照游戏电竞 前置5000万广角柔光专业长焦人像镜头 S17 山海青 12G+256G 99新,1549.0,小当优品二手手机卖场店,vivo,//img12.360buyimg.com/n7/jfs/t1/225746/37/4691/67405/65607870F4e6a3d2e/2437de9e31da70cf.jpg.avif,100,5,30,100,1.0,1,0,0,0
133,10020193761771,	vivo X27 二手  安卓 全面屏拍照游戏  全网通4G 印象夏日 8GB+128GB 95新,598.0,慧耀二手商品专营店,vivo,//img11.360buyimg.com/n7/jfs/t1/95462/38/35767/134066/65da1d64F9436dc20/3383f6ce521694c4.jpg.avif,1000,5,400,500,0.94,10,9,10,10
134,10025513763218,	vivo X9 智能  安卓游戏 全网通 二手  黑色 4G+64G全网通 8成新,195.0,唯尔优品二手商品专营店,vivo,//img13.360buyimg.com/n7/jfs/t1/89571/8/47088/74640/65da26e4F45afce33/260f1c27c9942fc9.jpg.avif,100,5,40,100,0.93,4,0,2,1
135,10074848170099,vivo Y78 新品5G  天玑7020 120Hz护眼屏 5000mAh大电池 vivoy78 皓夜黑 12G+256G（标配版）,1289.0,烁影手机旗舰店,vivo,//img14.360buyimg.com/n7/jfs/t1/216556/27/29495/62831/6459f762F1127a86b/26b42f48647764d6.jpg.avif,2000,5,300,1000,0.98,4,6,6,2
136,100076016999,vivo S18e 12GB+512GB 霞光紫 7.69mm超薄直屏 80W 4800mAh超长续航 全新人像双补光环 5G 拍照 ,2299.0,vivo京东自营官方旗舰店,vivo,//img14.360buyimg.com/n7/jfs/t1/228797/3/13540/65920/65d0e642F18a76421/ac105824647677fe.jpg.avif,5000,5,1200,5000,0.98,30,20,7,10
137,100087228170,vivo Y100i 12GB+512GB 皓夜黑 灵动越级外观 5000mAh电池 后置5000万超清主摄 5G 拍照 ,1549.0,京东手机运营商自营旗舰店,vivo,//img10.360buyimg.com/n7/jfs/t1/227007/37/9461/71701/6594d528Feb5feee8/f88afe6440eb0d13.jpg.avif,0,5,0,0,1.0,0,0,0,0
138,10037552521843,	vivo Y30 5000mAh大电池强续航 后置AI智慧三摄拍照美颜智能游戏 二手  95新成色 晨曦白 8G+128G,428.0,顺顺智二手商品专营店,vivo,//img13.360buyimg.com/n7/jfs/t1/226534/27/5361/41009/65688ffaFf242a5e0/8d06aea41efdc856.jpg.avif,100,5,20,100,0.92,1,0,1,1
139,10093257197711,vivo iQOO Z7 5G   骁龙782G 120w闪充 120Hz Z6升级版 原子蓝 8GB+128GB 官方标配,1099.0,聆听的浮华88小店,vivo,//img11.360buyimg.com/n7/jfs/t1/230599/9/6968/38875/6572e2eeFa0252ce3/8709f92d82dbf035.jpg.avif,20,5,0,20,1.0,0,0,0,0
140,10095824589338,vivo iQOO Neo9 12GB+256GB 第二代骁龙8芯  【店内有售】iQOO Neo 7SE 5G  现货当天发 银河 12GB+256GB,1698.0,荷尔手机专营店,vivo,//img13.360buyimg.com/n7/jfs/t1/229637/20/12246/45695/65a8fc90Fb7cf7614/028958f037c050ed.jpg.avif,13,5,3,10,1.0,0,0,0,0
141,10087904827402,vivo Y55t 新品5G智能  200%大音量5000毫安大电池vivoy55t学生老人  星环黑 6+128,899.0,vivo秋隽专卖店,vivo,//img12.360buyimg.com/n7/jfs/t1/221783/21/37635/73181/65339381Fd0cdcb01/1adafc1ff7344009.jpg.avif,35,5,6,29,1.0,0,1,0,0
142,10051909138287,	vivo X23 双卡双待 全面屏 安智能游戏卓   全网通4G 二手  幻彩版-北极晨曦【6G+128G】 128GB 95成新,448.0,慧耀二手商品专营店,vivo,//img12.360buyimg.com/n7/jfs/t1/170961/17/42080/125743/65da1d68F131c5caf/c0817a8c15bc8a7e.jpg.avif,500,5,200,500,0.95,5,3,8,5
143,10083571744416,	vivo iQOO 11/11Pro 二手5G  第二代骁龙8 144Hz E6全感屏游戏电竞  传奇版【iQOO11】 12GB+256GB【赠超级快充】 99新,2589.0,缤纷四海二手手机专营店,vivo,//img11.360buyimg.com/n7/jfs/t1/217283/1/30643/478735/654fbd75F69fa50ff/04f17221774480fb.png.avif,200,5,50,200,0.9,2,3,0,5
144,10093988791946,vivo x23 幻彩版x21安卓备用机解锁y85工作室用老年学生 Y67指纹解锁（4+32G）不选颜色 128GB（9.5成新轻微使用痕迹）,241.0,智创数字通讯小店,vivo,//img11.360buyimg.com/n7/jfs/t1/228069/31/8814/57580/657c4b7fFe271a271/45b5187dc7ba4f92.jpg.avif,17,5,1,16,1.0,0,0,0,0
145,10070539749097,vivo iQOO Z7 新品5G  iqooz7 z6升级版z7 深空黑 12+256GB 全网通 官方标配,1369.0,炜东电商旗舰店,vivo,//img12.360buyimg.com/n7/jfs/t1/225875/14/12049/86946/65ac906bFc1241a78/0a50ef9957576ed5.jpg.avif,5000,5,1200,5000,0.97,20,7,20,10
146,100061314931,vivo iQOO Neo8 16GB+512GB 赛点 第一代骁龙8+ 自研芯片V1+ 120W超快闪充 144Hz高刷 5G游戏电竞性能,2799.0,中国移动手机京东自营专区,vivo,//img11.360buyimg.com/n7/jfs/t1/97920/28/38276/100853/648fd2eaF82408605/039aca5eaf594e22.jpg.avif,100,5,10,92,0.92,0,0,0,1
147,100076017001,vivo S18e 12GB+256GB 星夜黑 7.69mm超薄直屏 80W 4800mAh超长续航 全新人像双补光环 拍照 ,2099.0,vivo京东自营官方旗舰店,vivo,//img11.360buyimg.com/n7/jfs/t1/225074/32/13406/73829/65d84746F5cec457c/ce8941b7c58e46f6.jpg.avif,5000,5,1200,5000,0.98,30,20,7,10
148,10080103213448,vivo X Note 7英寸2K+ E5超感宽幕 3D大面积指纹 骁龙8 Gen1 5G大屏 xnote 大地灰 12GB+512GB,4569.0,利达手机专营店,vivo,//img13.360buyimg.com/n7/jfs/t1/100068/40/40919/207721/64a893a5F6d73fd58/52e8bbe0a54a2831.jpg.avif,11,5,4,7,1.0,0,0,0,0
149,10095990374077,vivo iQOO Neo8 新品5G闪充  当天发货 可选 iQOOZ8X【曜夜黑】 8GB+256GB,1239.0,明染手机通讯专营店,vivo,//img12.360buyimg.com/n7/jfs/t1/106825/19/46182/25111/65a7d0e7F024ba640/f6cd32b40b4cb2b6.png.avif,3,5,0,3,1.0,0,0,0,0
150,68331036768,	vivo X23 二手  安卓 全面屏 游戏  全网通4G智能  幻夜蓝【8G+128G】  128GB 95新,518.0,唯尔优品二手商品专营店,vivo,//img13.360buyimg.com/n7/jfs/t1/92288/32/44318/96376/65da26e8Fbfb7422a/e51cb913314d4cfb.jpg.avif,200,5,100,200,0.93,9,1,9,2
151,10096558272302,vivo Y100t 120W超快闪充 天玑8200旗舰芯片 5000mAh电池 5G   月影黑8+256全网通 官方标配,1499.0,炜东电商旗舰店,vivo,//img12.360buyimg.com/n7/jfs/t1/218366/26/37209/106777/65d840a0F09787dd4/0d65aa693d27fe30.jpg.avif,0,5,0,0,1.0,0,0,0,0
152,10087904473999,vivo Y78t 新品5G长续航拍照  44W闪充 5000万像素双摄拍照  vivoy78t 雪域白 12+256,1499.0,vivo秋隽专卖店,vivo,//img14.360buyimg.com/n7/jfs/t1/180372/22/40634/37767/6530eb78F93e7a036/abebf164901b9b8f.jpg.avif,4,5,0,4,1.0,0,0,0,0
153,10088734567201,vivo iQOO 12Pro 第三代骁龙8 大底主摄潜望式长焦  144Hz E7 2K屏 5G电竞游戏  120W超快闪充 燃途 16GB+1TB,5999.0,iQOO官方旗舰店,vivo,//img11.360buyimg.com/n7/jfs/t1/134923/26/38213/95413/65d4959aF28b8a57e/b5586ec275849170.png.avif,2000,5,500,2000,0.96,10,8,10,6
154,10095756462476,vivo iQOO 12 5G新品  电竞游戏 iq12爱酷  iqoo11升级版iqoo12 12GB+512GB 传奇版 【活动专享】,3999.0,京东电竞手机官方旗舰店,vivo,//img11.360buyimg.com/n7/jfs/t1/219200/26/36718/88823/65af2511F3a7e0ab7/6740fa371aae5b86.jpg.avif,500,5,100,500,0.93,2,2,5,4
155,10087902674540,vivo Y55t 新品5G智能  5000毫安大电池200%大音量 老人学生 vivoy55t 星云紫 6G 128G,849.0,兰珊手机旗舰店,vivo,//img10.360buyimg.com/n7/jfs/t1/92657/31/43035/109293/65d2f761Fc69e7cbb/aa2b596b599fdb06.jpg.avif,100,5,10,99,1.0,0,1,0,0
156,10056803968725,	维沃 vivo x60pro 全面屏5G  5nm旗舰芯片 二手  x60pro原力12+256G 99新,1399.0,青橙严选二手手机专营店,vivo,//img10.360buyimg.com/n7/jfs/t1/232089/18/5370/61280/656ac287F89186951/18d4ae21a248a899.jpg.avif,200,5,60,200,0.96,3,3,1,1
157,100077248007,vivo Y100i 12GB+512GB 祥云粉 灵动越级外观 5000mAh电池 后置5000万超清主摄 5G 拍照 ,1599.0,天翼电信京东自营旗舰店,vivo,//img12.360buyimg.com/n7/jfs/t1/225200/22/6399/46645/656e7fb2F7d7b3801/363f403ee142e05e.jpg.avif,41,5,5,36,1.0,0,0,0,0
158,100081933287,vivo Y36 6GB+128GB 深空黑 5000mAh大电池 200%超级扬声器 时尚外观 1300万影像系统 5G 全网通 老人 ,899.0,京东手机运营商自营旗舰店,vivo,//img12.360buyimg.com/n7/jfs/t1/248650/8/1749/53850/6594cccfF938b0496/6dc328acbf92992a.jpg.avif,0,5,0,0,1.0,0,0,0,0
159,10093900171285,vivo iQOO Neo9Pro  5G  格斗黑 12+256GB全网通 官方标配,2999.0,炜东电商旗舰店,vivo,//img10.360buyimg.com/n7/jfs/t1/107801/16/40992/517252/65d986e8Fcc23557b/2e01464d092e8cb5.png.avif,100,5,60,100,0.96,2,1,2,0
160,10084098336046,vivo iQOO Z8新品上市 天玑8200 120W超快闪充 6400万超清主摄 5G游戏  12GB+256GB  曜夜黑 官方标配,1799.0,iQOO幸允专卖店,vivo,//img11.360buyimg.com/n7/jfs/t1/234403/38/2851/77482/6552095dF02fdfc45/3082e29116b63bb2.jpg.avif,1000,5,100,500,0.99,1,0,1,0
161,10070830381437,vivo iQOO Z7x 新品5G  80W闪充 6000mAh大电池 护眼竞速屏iqooz7x 浅海蓝【套装版】 8G+128GB,1278.0,iQOO维酷专卖店,vivo,//img12.360buyimg.com/n7/jfs/t1/194535/31/42858/89086/6555b9e7Fb910b537/b923c504c7002149.jpg.avif,1000,5,200,1000,0.98,1,1,1,2
162,10094977709492,vivo iQOO Neo9 5G新品  游戏电竞学生 iqooneo9 16GB+512GB 格斗黑 活动专享,2799.0,京东电竞手机官方旗舰店,vivo,//img12.360buyimg.com/n7/jfs/t1/172211/35/42288/88495/65d1706fF349fb0b8/149729ee5d191e0c.jpg.avif,1000,5,200,1000,0.96,2,0,7,1
163,10093308086835,	OPPO R15 全网通4G 双卡双待 直播神器美颜神器 学生老人备用  星空紫 6GB+128GB（梦境版） 9成新,275.0,朵朵优品小店,vivo,//img10.360buyimg.com/n7/jfs/t1/228610/19/7204/115022/65743c31F496d89c0/dc67e1244b5f97be.png.avif,200,4,30,200,0.84,3,3,6,1
164,10081941555266,	vivo X20 全面屏拍照  二手安卓  双摄游戏  王者吃鸡流畅 工作机 备用机 玫瑰金 4G+64G  95新,265.0,倩倩数码二手手机专营店,vivo,//img11.360buyimg.com/n7/jfs/t1/244297/32/3998/50395/65b4efc1F7a4c534e/b9defc3efe1a6353.png.avif,200,5,100,200,0.96,3,1,1,3
165,100052795032,vivo S17 12GB+256GB 山海青 前置5000万广角柔光 后置智慧柔光环 1.5K超视网膜屏 5G 快充 拍照 ,2399.0,vivo京东自营官方旗舰店,vivo,//img12.360buyimg.com/n7/jfs/t1/121963/39/35804/60164/64747e1fFd8e69a8b/b53370a5137f4c6b.jpg.avif,100000,5,21000,50000,0.97,800,500,200,100
166,100039851853,vivo Y77 8+256G 晶岩黑 旗舰级80W双芯闪充 6nm天玑930 5G,1599.0,中国移动手机京东自营专区,vivo,//img13.360buyimg.com/n7/jfs/t1/109294/2/44482/60828/65bb5833Ff6b04453/6a02319b79902303.jpg.avif,2000,5,500,2000,0.98,10,2,6,2
167,10067248285878,	vivo Y52s 二手5G  5000mAh大电池 4800万双摄 90Hz高刷护眼全面屏  珊瑚海 8GB+128GB 95成新,534.0,缤纷四海二手手机专营店,vivo,//img13.360buyimg.com/n7/jfs/t1/233618/6/2638/62618/654fbd6bF0fd33f1e/52975d406d6b397c.jpg.avif,200,5,60,200,0.95,5,2,1,2
168,10091737420488,vivo iQOO Neo7竞速版/Neo7 SE 5G   vivo 电竞游戏性能 Neo 7SE 星际黑 12+256G 标配,1499.0,远大手机小店,vivo,//img13.360buyimg.com/n7/jfs/t1/233484/19/3522/76361/655869caF85fad0cd/aa9bd004e5841e2c.jpg.avif,14,5,3,11,1.0,0,0,0,0
169,10045766661585,	vivo Y55s 二手   5G 6000mAh巨能量电池 大音量扬声器  95新 樱粉流星 8GB+128GB,700.0,汇优机二手手机专营店,vivo,//img10.360buyimg.com/n7/jfs/t1/99876/7/47025/79891/65da22beF74c9891d/f0b4a90dc1be1d1d.jpg.avif,33,5,6,27,1.0,0,0,0,0
170,45155992111,	vivo Y67 安卓 二手  老人机 备用机 工作机 玫瑰金 4GB+32GB （8成新）,153.0,唯尔优品二手商品专营店,vivo,//img11.360buyimg.com/n7/jfs/t1/155918/32/41674/538038/65da26e1F60de7b44/bac11532dd8b825d.png.avif,500,5,200,500,0.9,10,2,10,9
