,商品id,标题,价格,店铺,品牌,图片,总评数,平均得分,好评数,默认好评,好评率,追评数,视频晒单数,差评数,中评数
1005,10039555234256,荣耀X30 Max 5G  7.09英寸护眼阳光屏 5000mAh大电池 立体声双声道 魅海蓝 全网通5G(8GB+128GB),1297.0,鹏瑶旗舰店,荣耀（HONOR）,//img11.360buyimg.com/n7/jfs/t1/90069/11/32381/110296/6497afd5F0e491a4d/d24b467e727213ff.jpg.avif,200,5,60,100,0.97,2,0,1,1
1006,10070350171911,	荣耀 Magic 4 / Magic4 Pro 5G 二手  骁龙8 LTPO全面屏VC液冷99新 燃橙 Magic4 Pro 8GB+256GB 【赠超级快充】 99新,2305.0,京采二手手机专营店,荣耀（HONOR）,//img11.360buyimg.com/n7/jfs/t1/89338/12/20933/433555/65da2c9bF4653c9d9/1837f36f6e8ed4c3.png.avif,500,5,100,200,0.99,7,1,1,0
1007,10088940929688,荣耀畅玩40 实力长续航 5200mAh大电池 AI拍摄 人脸识别侧边指纹解锁 全网通5G 荣耀 星辰紫 6GB+128GB,698.0,利达手机专营店,荣耀（HONOR）,//img13.360buyimg.com/n7/jfs/t1/163789/37/35904/43470/6495b66fF212b4e92/1da8bb5b7498cdc3.jpg.avif,67,5,8,59,1.0,0,0,0,0
1008,10091934792536,荣耀（HONOR）荣耀100pro 新品5G   荣耀 荣耀90pro升级版 莫奈紫 16G+1TG,4199.0,京联数科旗舰店,荣耀（HONOR）,//img11.360buyimg.com/n7/jfs/t1/249804/20/4547/100414/65d1afc4F24548b5c/cc519bc35d719501.jpg.avif,9,5,2,7,1.0,0,0,0,0
1009,10089192570227,荣耀90 5G新品 智能  【荣耀80可选】 【荣耀90-骁龙7 墨玉青】 12GB+256GB,1929.0,嘉乐手机专营店,荣耀（HONOR）,//img12.360buyimg.com/n7/jfs/t1/90674/6/44191/86791/65379d04F4b5856f0/719442d2a17f2b26.jpg.avif,7,5,2,5,1.0,0,0,0,0
1010,10088779905315,荣耀90 新品5G  荣耀 荣耀80升级版 冰羽蓝 12GB+256GB【官方标配】,1949.0,荣耀为盛专卖店,荣耀（HONOR）,//img10.360buyimg.com/n7/jfs/t1/101443/6/47195/498903/65b76f8aFfef8a67c/2f50e14ab8f699a8.png.avif,200,5,80,200,0.97,4,5,1,1
1011,100074056345,荣耀Play8T 6000mAh超能长续航 850nit高亮超清显示 5000万像素超清影像 8GB+256GB 流光银 5G,1035.0,中国联通京东自营官方旗舰店,荣耀（HONOR）,//img10.360buyimg.com/n7/jfs/t1/185243/9/42172/57402/65489151F46f05115/127e1567c7d43a36.jpg.avif,13,5,1,12,1.0,0,0,0,0
1012,10094910919485,荣耀Magic6 单反级荣耀鹰眼相机 荣耀巨犀玻璃 5450mAh第二代青海湖电池 5G  活动  全网通  祁连雪 12+256GB,4399.0,荣耀智选专卖店,荣耀（HONOR）,//img10.360buyimg.com/n7/jfs/t1/232697/39/12726/127589/65d2d69cF3619d729/6aa7714b2715a69d.jpg.avif,70,5,10,51,0.94,0,1,1,0
1013,10088049508075,	荣耀80 荣耀80SE 二手5G  1.6亿像素超清主摄 Vlog视频大师 全面屏拍照游戏  墨玉青【荣耀80】 8GB+256GB 赠超级快充 95新,1408.0,缤纷四海二手手机专营店,荣耀（HONOR）,//img10.360buyimg.com/n7/jfs/t1/242735/39/2058/434882/65959ed6F2bfa1ad2/8a8f6b14231bc790.png.avif,2000,5,300,2000,0.99,3,1,1,2
1014,10053589595555,	OPPO Find X6  FindX6pro 二手 5G 游戏拍照  天玑/骁龙旗舰芯片 99新 Find X6 飞泉绿【官方在保】 12GB+256GB【赠超级闪充套装】 99新,2765.0,京采二手手机专营店,OPPO,//img10.360buyimg.com/n7/jfs/t1/130257/33/40826/381622/65da2c96Ffdc0c207/e21288dd79d43bd0.png.avif,100,5,40,73,0.97,4,1,1,0
1015,10082631224978,一加OPPO 一加 Ace 2 Pro 新品5G ace2升级版全网通游戏  24+1TB 极光绿 官方标配,3199.0,头号卖家旗舰店,OPPO,//img13.360buyimg.com/n7/jfs/t1/199882/38/32944/48405/64dc7f9cFbc010fe9/d4a0ac97b4f89503.png.avif,5000,5,2200,5000,0.98,100,70,20,10
1016,10091495839380,	OPPO Find X6/X6 Pro 超光影三主摄 哈苏影像 骁龙/天玑旗舰芯 二手5G  飞泉绿【Find X6】 12GB+256GB 99新,2759.0,龙腾四海二手手机专营店,OPPO,//img10.360buyimg.com/n7/jfs/t1/225074/32/3190/80306/655a164dF1545ba47/ce8941b7c58e46f6.jpg.avif,16,5,5,11,1.0,0,0,0,0
1017,10080827123361,	OPPO K11 新款上市oppok11旗舰影像 oppo k11全网通5g拍照游戏 k11 K11 月影灰（12+512GB） 5G全网通 官方标配+2年联保,2499.0,OPPO欧粉专卖店,OPPO,//img11.360buyimg.com/n7/jfs/t1/136390/3/39746/144801/65aa25f3Fc5f6fb82/fbaaa0a7db2b594e.jpg.avif,500,5,100,200,0.93,10,10,5,2
1018,10094098845698,OPPO Find X7 Ultra新品上市oppofindx7ultra新款oppo 全网通5g智能AI  Find X7 Ultra大漠银月(512+16) 全网通标配,6999.0,OPPO品速专卖店,OPPO,//img13.360buyimg.com/n7/jfs/t1/243691/38/3515/110963/65a73c64F2a5d272f/47fe3866f3592dfa.jpg.avif,17,5,6,11,1.0,0,1,0,0
1019,10090028293762,OPPO【现货当天发】 A2 5GA1升级版  超大内存 33W超级闪充 超大电量 四年耐用电池5G新品  冰晶紫 12GB+256GB 官方标配,1399.0,一加信博通专卖店,OPPO,//img12.360buyimg.com/n7/jfs/t1/224709/32/10979/105492/65976af5F4d69ef99/9090a15fbedb4274.jpg.avif,100,5,10,87,1.0,2,0,0,0
1020,100088366052,OPPOFind X7 Ultra 12GB+256GB 松影墨韵 1英寸双潜望四主摄 哈苏影像 第三代骁龙8 5G拍照AI,5999.0,京东手机自营旗舰店,OPPO,//img12.360buyimg.com/n7/jfs/t1/225489/24/6549/75674/659e32e4F068e76cf/e4c018645b26a1aa.jpg.avif,7,5,2,5,1.0,0,0,0,0
1021,10094743539895,OPPO A2 5G  超大内存 33W闪充 四年耐用电池 全新质感 A1 5G  赤霞橙【A1】 8GB+256GB,1088.0,刚子在线手机专营店,OPPO,//img10.360buyimg.com/n7/jfs/t1/240687/37/1721/151080/65903759F78dfa4d0/a077880226aa5d14.jpg.avif,10,5,1,9,1.0,0,0,0,0
1022,10083439357746,一加OPPO 一加Ace2 Pro 第二代骁龙8 新品  5G全网通 1.5K灵犀触控屏 极光绿丨24GB+1TB 官方标配,3699.0,一加同步专卖店,OPPO,//img11.360buyimg.com/n7/jfs/t1/107381/24/44967/181047/65d6e3d6F61d27c37/3fb554f4493ee006.jpg.avif,5000,5,1800,2000,0.99,90,200,10,6
1023,10095733342124,OPPO Reno10  5G  oppo学生游戏拍照  6400 万水光人像 超光影长焦镜头 长续航 80W闪充 溢彩蓝 8+256GB 全网通 官方标配,1709.0,OPPO尚品专卖店,OPPO,//img14.360buyimg.com/n7/jfs/t1/102244/35/47567/608827/65d8e27dFf04f37f4/cccea5124884b275.png.avif,16,5,3,13,1.0,0,0,0,0
1024,10093901104144,	OPPO A1 5G版/活力版 A1 Pro 二手5G  1亿高像素 120Hz 双曲屏  99新 静海蓝【 A1 活力版】 12GB+256GB【赠超级快充套餐】,925.0,京采二手手机专营店,OPPO,//img14.360buyimg.com/n7/jfs/t1/202102/10/40723/401112/65da2cf2Fd1dab05c/9ea74f5b09ef7a99.png.avif,70,5,60,5,0.93,0,0,3,1
1025,10094522869730,一加OPPO 一加Ace 3   5G游戏  1.5K东方屏 第二代骁龙8 星辰黑 16GB+512GB,2999.0,千瑞达手机旗舰店,OPPO,//img10.360buyimg.com/n7/jfs/t1/92242/40/47503/165802/65d85d89Fb736c27b/41c3ee0114c3f290.jpg.avif,52,5,8,44,1.0,1,0,0,0
1026,10086378191122,OPPO【12期|免息】OPPO K11x 5G  1亿超清影像 k10x升级版oppok11x拍照  珠光 8G+256G,1199.0,好机汇手机旗舰店,OPPO,//img12.360buyimg.com/n7/jfs/t1/175972/15/38551/96044/65c1d7bdF9d406e94/0032c31ced5510e7.jpg.avif,500,5,100,200,1.0,2,0,0,0
1027,10068709216551,	OPPO Reno 5K 二手  双模5G 6.49寸屏幕 6400W四摄拍照游戏  95新 月夜黑  12G+256G【送3c闪充】 95新,888.0,汇优机二手手机专营店,OPPO,//img11.360buyimg.com/n7/jfs/t1/114121/14/41250/93853/65da22c5F34232911/8381b869e5c91afc.jpg.avif,28,5,9,19,1.0,0,1,0,0
1028,10056859117017,	OPPO Reno Z 二手  6.4英寸水滴屏 4800万超清像素超清夜景拍摄  95新 星辰紫 8G+128GB 9成新,772.24,金麦子二手手机专营店,OPPO,//img12.360buyimg.com/n7/jfs/t1/157111/15/13867/88930/6050d811E72691f46/70f4b39cd2b505ad.jpg.avif,24,4,5,18,0.83,0,0,1,0
1029,10094398806124,OPPO findn2  findn  oppo  oppo全网通  折叠屏  素黑 5G全网通 激活未用 展示机 12GB+256GB,4600.0,钱多多手机小店,OPPO,//img14.360buyimg.com/n7/jfs/t1/134499/21/38871/47203/65a4f95dFa48fa2e1/2172185ebdab5c5d.jpg.avif,39,5,9,30,1.0,3,1,0,0
1030,10082203808145,	一加 Ace 2 二手  满血版骁龙8+旗舰平台 1.5K灵犀触控屏 超帧超画引擎 1+电竞  浩瀚黑 12GB+256GB【赠超级快充】 99新,1709.0,龙腾四海二手手机专营店,OPPO,//img10.360buyimg.com/n7/jfs/t1/241179/10/4211/348487/65b6ad16Fa618c93d/6252dee4f65dd476.png.avif,93,5,20,69,1.0,3,1,0,0
1031,10072880991178,	OPPO A9 二手  全面屏拍照游戏  4G全网通 智能安卓备用机 双卡双待 4050毫安电 冰玉白 6GB+128GB 全网通 95新,368.0,倩倩数码二手手机专营店,OPPO,//img13.360buyimg.com/n7/jfs/t1/100579/38/45023/59620/6543242dFe00b0cc7/4e2294c3419cfe84.png.avif,100,5,10,98,0.94,1,0,0,1
1032,10094526627513,OPPO 一加Ace3  5G新品大电池长续航 一加ace2升级版ace3 16GB+1TB 星辰黑 官方标配,3499.0,OPPO优品专卖店,OPPO,//img13.360buyimg.com/n7/jfs/t1/228298/23/12560/166548/65d55755F4ed030c5/817b0151d5b05c9b.jpg.avif,99,5,20,79,1.0,0,1,0,0
1033,10095085720350,	OPPO A56 二手  双模5G 智能双摄轻薄全网通拍照智能 护眼屏大电池 风铃紫 4GB+128GB 95新,448.0,准正二手手机专营店,OPPO,//img10.360buyimg.com/n7/jfs/t1/237826/6/13277/364052/65ca490aFbb66b866/8e3b4b27c0ed33c8.png.avif,200,5,10,200,0.94,0,0,1,0
1034,10076402598859,OPPO k11x 新款5g oppoK11x全网通智能oppo 游戏拍照闪充长续航大内存千元机 K11x 珠光 8+256 官方标配【3年联保】,1399.0,头号卖家旗舰店,OPPO,//img14.360buyimg.com/n7/jfs/t1/166003/16/42123/141222/65d5c3a2Fe0ac3493/b6bf0371ba0112ad.jpg.avif,5000,5,1200,5000,0.96,40,10,20,10
1035,10076392305739,一加 Ace 2V  天玑9000平台 1.5K灵犀触控直屏 超清三摄 OPPO长续航5G游戏性能拍照  青釉 16GB+1TB,2299.0,一加官方旗舰店,OPPO,//img14.360buyimg.com/n7/jfs/t1/211301/11/39664/66336/65d56971Fba5f22e1/938a9d06bd430c01.jpg.avif,1000,5,300,1000,0.95,10,8,7,8
1036,10057906636964,	OPPO A93骁龙双模5G超大存储5000mAh大电池 二手  95新成色 雅银 8GB+128GB 95新,588.0,顺顺智二手商品专营店,OPPO,//img14.360buyimg.com/n7/jfs/t1/224749/2/5827/40990/656977c6F7c3d5198/68a262294c7407e5.jpg.avif,24,5,3,21,1.0,0,0,0,0
1037,100064440855,OPPO K11 12GB+256GB 冰川蓝 索尼IMX890旗舰主摄 100W超级闪充 5G拍照 oppok11,1649.0,京东手机运营商自营旗舰店,OPPO,//img10.360buyimg.com/n7/jfs/t1/97207/8/42926/80066/65d80d89F4c2fa589/e1920915cd5155a9.jpg.avif,500,5,100,200,0.96,9,2,4,1
1038,10072819918012,	OPPO A77 二手  5.5英寸 备用机 老人  学生网课 高通 骁龙625 前置指纹 黑色 3G+32G 全网通 9成新 9成新,148.0,倩倩数码二手手机专营店,OPPO,//img12.360buyimg.com/n7/jfs/t1/137859/19/39594/69137/64e5c3a2Fd1e9a047/53f744c57c9bed0d.png.avif,200,5,100,100,0.97,2,1,3,0
1039,57485477502,	OPPO R15x 二手 (现货秒发)骁龙660处理器 光感屏幕指纹 全网通双卡双待 二手95新 冰翠银 6G+128G,378.0,准正二手手机专营店,OPPO,//img12.360buyimg.com/n7/jfs/t1/173000/19/42687/75443/65ca4903Ff23aedbe/9882c233e7f5274c.png.avif,1000,5,400,1000,0.91,20,20,20,10
1040,10095305692308,	OPPO Reno10 骁龙778G Reno10Pro 天玑8200 长焦镜头 超清曲面 二手  月海黑 Reno10(8G+256G) 95新,1499.0,青橙严选二手手机专营店,OPPO,//img13.360buyimg.com/n7/jfs/t1/249842/1/3188/105759/65a4cadbF6e93d036/a30360b50ccc3614.jpg.avif,6,5,2,4,1.0,0,0,0,0
1041,10067416293006,OPPOReno8  80W超级闪充 5000万水光人像三摄 3200万前置索尼镜头轻薄机身5G  Reno8-晴空蓝 8GB+128GB,1899.0,爱玩风手机卖场店,OPPO,//img11.360buyimg.com/n7/jfs/t1/7583/11/19119/52359/63a27da4E0a4e5032/13f0f6ef9470bb83.jpg.avif,17,5,4,13,1.0,0,0,0,0
1042,10094982906139,一加OPPO 一加Ace3 新款5G  第二代骁龙8 1.5K东方屏  5500mAh长续航 星辰黑 12GB+256GB 5G全网通（一年碎屏险）,2599.0,东呵东手机专营店,OPPO,//img14.360buyimg.com/n7/jfs/t1/241285/20/4337/73526/65d1782dFe4b4f657/18babe1830512258.jpg.avif,24,5,6,18,1.0,1,0,0,0
1043,100042055990,OPPO 一加 11 16GB+512GB 一瞬青 第二代骁龙 8 哈苏影像 2K + 120Hz 高刷屏 超帧超画引擎 游戏5G旗舰,4899.0,京东手机自营旗舰店,OPPO,//img10.360buyimg.com/n7/jfs/t1/118873/26/37735/43502/64464981F90e07770/90e2f4b6a04bd6dd.jpg.avif,5000,5,1200,5000,0.95,30,10,30,20
1044,10066551648999,	OPPO Reno5 Reno5 pro二手  双模5G 6400万人像四摄拍照游戏  月夜黑【Reno5】 8G+128G【送3C超级快充】 95新,708.0,鑫盛二手手机专营店,OPPO,//img14.360buyimg.com/n7/jfs/t1/172391/38/41571/362450/65ca5a1dFe8b58491/a96ee44c362d5ba3.png.avif,500,5,30,500,0.92,0,0,0,3
1045,70281283035,	OPPO Reno Ace 高通骁龙855Plus电竞屏游戏renoace二手  95新 星际蓝 8GB+128GB全网通,826.0,和合优品二手商品专营店,OPPO,//img10.360buyimg.com/n7/jfs/t1/239025/16/3983/86063/65b62169F96db3958/e2c046217e390d67.jpg.avif,200,5,50,100,0.95,3,0,2,1
1046,10094596973401,一加【京仓速发】OPPO一加Ace3第二代骁龙8旗舰芯1.5k东方屏5g游戏 一加ace 3官方同款 12GB+256GB星辰黑 官方标配,2599.0,一加本分专卖店,OPPO,//img11.360buyimg.com/n7/jfs/t1/149256/2/38739/89192/65b0d0fcFef92fc8b/4f9509a5df8d4ede.png.avif,100,5,60,100,0.98,10,4,0,1
1047,47795864774,	OPPO R9 二手  安卓智能拍照   4G全网通  双卡双待备用  二手9新 金色  4G+64G,178.0,准正二手手机专营店,OPPO,//img14.360buyimg.com/n7/jfs/t1/167991/21/41932/412866/65ca4905F8059ff0b/24a39642cdf3b048.png.avif,2000,5,300,1000,0.91,10,10,20,10
1048,10067628243038,	【准新机】OPPO Find X5 二手 5G游戏拍照X5 pro天玑版 全新骁龙888 Find X5 Pro 黑釉 8+256G 准新,2049.0,oppo二手优品官方旗舰店,OPPO,//img13.360buyimg.com/n7/jfs/t1/120765/8/40267/81091/64dded7bF40cf5173/d1028ac2569dfa81.jpg.avif,200,5,60,100,0.92,3,2,4,1
1049,10062299803419,	OPPO Reno7 Reno7 Pro 二手  高通骁龙778G 90Hz电竞屏 星夜黑【Reno7】 8G+128G【送3C超级快充】 95新,1038.0,准正二手手机专营店,OPPO,//img14.360buyimg.com/n7/jfs/t1/231054/19/13887/468595/65ca4906Fbc7056ec/d7206e1eb67c2f98.png.avif,2000,5,200,2000,0.97,2,0,4,3
1050,10067023469339,	OPPO K10x  5000mAh 120Hz高帧屏  6400万三摄 骁龙695 5G 二手  极光  8GB+256GB 95新,865.0,诺亚信二手商品专营店,OPPO,//img14.360buyimg.com/n7/jfs/t1/173031/38/34826/46085/64132565F085b32f9/c5e10df771d37a4d.jpg.avif,66,5,10,52,0.85,0,1,1,1
1051,10092766440343,一加 Ace 2 Pro【Ace2全系列可选】新品5G游戏性能  Ace2-冰河蓝【第一代骁龙8+】 12GB+256GB,1999.0,雅谜通讯专营店,OPPO,//img13.360buyimg.com/n7/jfs/t1/229271/15/5028/38870/656b2fc3Fd44f0164/2e716681f0167a77.jpg.avif,6,5,2,4,1.0,0,0,0,0
1052,10091152326106,OPPO【仅2019起+分期】OPPO Reno11新品5G oppo闪充智能游戏reno10pro+升级 Reno11 12G+256G 月光宝石 5G全网通 官方标配【2年联保】,2599.0,OPPO手机乐良专卖店,OPPO,//img11.360buyimg.com/n7/jfs/t1/88096/17/43132/150120/65d1a660F5d2bf041/6bba8b29ae88d7e5.jpg.avif,200,5,70,200,1.0,3,1,0,0
1053,10095796672148,OPPO K11x 5G oppo 1亿超清影像 超大内存 长寿版 67W超级闪充 长续航 120Hz 智能拍照 墨玉8+128GB 全网通 官方标配,1049.0,OPPO尚品专卖店,OPPO,//img13.360buyimg.com/n7/jfs/t1/123605/6/42353/413659/65da0cfeFf9471eaa/b8643b7fbe08fa0b.png.avif,58,4,6,51,0.85,0,0,1,0
1054,10082315990322,一加OPPO 一加 Ace 2 Pro 新品5G ace2升级版全网通游戏  极光绿 16GB+512GB 官方标配,3399.0,博恒聚优旗舰店,OPPO,//img12.360buyimg.com/n7/jfs/t1/220382/1/37344/125716/65d2f1d1F5e8eed51/439eb9ed09420de9.jpg.avif,2000,5,1100,2000,0.98,70,30,10,4
1055,10084976289178,OPPO【全新未拆封未激活】OPPO K11 新品5G  全网通游戏拍照   冰川蓝-12GB+256GB,1799.0,今喜数码小店,OPPO,//img13.360buyimg.com/n7/jfs/t1/232056/7/6591/426923/65718642Fd0bc237d/6f161ea9885097ea.png.avif,99,5,20,77,1.0,2,2,0,0
1056,10092612508782,一加 Ace 竞速版 天玑8100-MAX 120Hz变速电竞直屏游戏稳帧引擎 5G全网通 1+ace竞速 竞技灰 12GB+256GB,1759.0,赋一手机专营店,OPPO,//img12.360buyimg.com/n7/jfs/t1/232164/11/5230/73530/6567557cFf097119c/185a542900f5ec3f.jpg.avif,5,5,2,3,1.0,0,0,0,0
1057,10077818481184,OPPO Reno10 Pro 前后索尼旗舰镜头 天玑8200旗舰芯片 长寿版 100W闪充5G  溢彩蓝 16GB+256GB,2499.0,沙力手机专营店,OPPO,//img14.360buyimg.com/n7/jfs/t1/133655/7/34479/97276/6481c192Ffc1c274b/f2b6b291ce7be9b6.jpg.avif,17,5,7,10,1.0,0,0,0,0
1058,10096478459114,OPPO24白条【免息】店内可选oppofindx7 reno11  大内存 四年耐用电池 智能5G A20Pro  【A2】静海黑12GB+512GB 官方标配,1599.0,启航手机专营店,OPPO,//img14.360buyimg.com/n7/jfs/t1/249301/40/4296/141050/65c0b423Ff3a21a28/089c68819471b0cb.jpg.avif,46,5,30,8,1.0,0,2,0,0
1059,10063967813928,	OPPO A11  A11x 二手  AI四摄5000mAh大电量全面屏拍照备用机4G游戏智能  香草薄荷 4GB+128GB 95新,353.0,逸平优品二手手机专营店,OPPO,//img13.360buyimg.com/n7/jfs/t1/173817/11/41908/103343/65d4c70aF953d61f5/9a07f88b29d319a9.jpg.avif,500,5,80,200,1.0,1,5,0,0
1060,10068546822691,一加OPPO 一加Ace2 新品5G oppo 骁龙8+处理器 ace2 冰河蓝 16GB+256GB,2299.0,东呵东手机专营店,OPPO,//img11.360buyimg.com/n7/jfs/t1/104063/26/46498/96063/65d17a1fF321dcae2/d426583d167933d0.jpg.avif,2000,5,500,2000,0.98,30,20,8,4
1061,10057080955121,	OPPO K10X 新品5G  k7XSk9x升级版 8+256GB 极光 官方标配,1099.0,博恒聚优旗舰店,OPPO,//img11.360buyimg.com/n7/jfs/t1/247296/35/4881/49569/65d6a9c2F0e5e045a/108ed75ba910fc7f.jpg.avif,10000,5,2300,10000,0.97,40,20,30,20
1062,100071040663,OPPO Find N3 Flip 12GB+256GB 月光缪斯 5G 小折叠屏  120Hz镜面屏 超光影三摄 专业哈苏人像,5499.0,OPPO京东自营专卖店,OPPO,//img13.360buyimg.com/n7/jfs/t1/59119/14/18048/86024/65a49c03F554538aa/8a48f92f5fd93470.jpg.avif,500,5,60,500,0.97,1,2,2,0
1063,10087893737174,	OPPO A11x 4800万四摄防抖 二手  95新成色 暮辰紫,408.0,科海二手手机专营店,OPPO,//img14.360buyimg.com/n7/jfs/t1/35350/28/22075/36779/6524e104F6788717d/da768ad30676778f.jpg.avif,3,5,1,2,1.0,0,0,0,0
1064,10082692110146,	OPPO K9s 5G全网通 双卡 二手  骁龙778G 电竞游戏拍照 120Hz电竞屏 95新 K9X-银紫超梦 6GB+128GB,648.0,前沿二手手机专营店,OPPO,//img11.360buyimg.com/n7/jfs/t1/247079/12/2633/94970/659ee14bF48e7f441/d30b5f8db3d57539.jpg.avif,200,5,60,200,1.0,1,4,0,0
1065,10069722357700,	OPPO A72 双模5G 二手  6.5英寸大屏 90Hz全面屏薄拍照游戏  95新 霓虹 4G+128G【赠3c充电器】,478.0,汇优机二手手机专营店,OPPO,//img10.360buyimg.com/n7/jfs/t1/234002/4/13211/100798/65da22c0Fce8afd3b/5763631d3dd0b8e9.jpg.avif,74,5,20,48,1.0,2,0,0,0
1066,10085048207673,Reno9曲面屏幕12+256G高配5G准新机二手 微醺 12+256G,1399.0,浩亚手机经营部,OPPO,//img13.360buyimg.com/n7/jfs/t1/210624/26/32648/33768/64f5501bF8d01d6b8/e877b9a6c578fadd.jpg.avif,37,5,8,29,1.0,2,0,0,0
1067,100079462420,OPPO Reno11 Pro 5000万单反级人像三摄 骁龙8+旗舰芯片 80W超级闪充 5G  松石绿 12GB+512GB,3499.0,OPPO京东自营专卖店,OPPO,//img10.360buyimg.com/n7/jfs/t1/227262/10/13063/76637/65a4d97bF5977b51e/92d3ecffa2abcfca.jpg.avif,200,5,30,200,1.0,0,0,0,0
1068,10095236885919,	oppoa37老年机二手  金色 9成新,105.0,沿途二手手机专营店,OPPO,//img14.360buyimg.com/n7/jfs/t1/239575/5/1865/53071/659b9f59Fcf708b76/8d62a3e5bcabf216.jpg.avif,3,5,1,2,1.0,0,0,0,0
1069,100069094417,OPPO A2 Pro 暮云紫 12GB+512GB 天玑7050旗舰芯 67W超级闪充 超大内存 超大电量5G,2099.0,京东通信自营旗舰店,OPPO,//img12.360buyimg.com/n7/jfs/t1/243100/2/2708/59837/65aa256dF5b11dcaa/687fde7d316c33ac.jpg.avif,27,5,3,24,1.0,1,0,0,0
1070,10083974850518,	OPPO A37 二手  备用机 工作机 安卓智能  金色  2GB+16GB 8成新,115.0,倩倩数码二手手机专营店,OPPO,//img13.360buyimg.com/n7/jfs/t1/106894/38/43195/70370/64dde5eaF00e522bf/2edab4adf7db69c6.png.avif,30,4,4,25,0.8,0,0,0,1
1071,10087522181914,OPPO Find X6Pro 5G拍照  第二代骁龙8旗舰芯片 100W闪充 可选【Find X6】 Find X6 -飞泉绿【天玑9200】 12GB+256GB,3629.0,天赋吉手机专营店,OPPO,//img14.360buyimg.com/n7/jfs/t1/87590/3/34088/44518/6572d370Fb15b3487/5477076235dfe3a7.jpg.avif,5,5,1,4,1.0,0,0,0,0
1072,10079520112705,	OPPO A57 二手  安卓  备用机 游戏机 老人机 黑色 3GB +32GB 9成新,145.0,朵朵优品小店,OPPO,//img10.360buyimg.com/n7/jfs/t1/161586/14/38402/78572/64b0f52bF78aa3fc2/f95707fb9d84f8c6.png.avif,53,5,5,48,1.0,0,0,0,0
1073,10092869400216,OPPO Reno10 Pro+ 5G  快充 大电池 曲屏  reno10 pro 升级版 reno10   灿烂金 8GB+256GB,1988.0,传泽手机专营店,OPPO,//img11.360buyimg.com/n7/jfs/t1/235835/38/4896/417761/656d78adF7c73a858/bd8d64a07f1582b2.png.avif,2,5,0,2,1.0,0,0,0,0
1074,10096208466726,OPPOA2x 5G  天玑6020 90Hz高刷炫彩屏 5000mAh长续航 a1x升级版 飞霜紫 6+128,789.0,京浩数码工作室,OPPO,//img11.360buyimg.com/n7/jfs/t1/231880/17/13105/82687/65b23570Ff85091b6/22e0df6b4b8750ec.jpg.avif,100,5,10,95,1.0,0,2,0,0
1075,10072819918011,	OPPO A77 二手  5.5英寸 备用机 老人  学生网课 高通 骁龙625 前置指纹 黑色 4G+64G 全网通 9成新 9成新,168.0,倩倩数码二手手机专营店,OPPO,//img11.360buyimg.com/n7/jfs/t1/137859/19/39594/69137/64e5c3a2Fd1e9a047/53f744c57c9bed0d.png.avif,200,5,100,100,0.97,2,1,3,0
1076,10066638638862,	OPPO K10 k10pro 天玑 8000-MAX  液冷散热 120Hz 二手  K10 暗夜黑 12+256GB【赠3c闪充】 95新,1205.0,凯旋通二手手机专营店,OPPO,//img12.360buyimg.com/n7/jfs/t1/172267/11/42086/83681/65c337dbF61c0815a/7f9ede33872c5efa.jpg.avif,100,5,50,100,1.0,0,1,0,0
1077,10090822341345,OPPO Reno11 Pro 5000万单反级人像三摄 骁龙8+旗舰芯片 80W超级闪充 5G AI  月光宝石 12GB+256GB,3299.0,OPPO官方旗舰店,OPPO,//img10.360buyimg.com/n7/jfs/t1/170897/11/43475/85474/65d314e1Fcf76158e/80cc1902979bf93f.jpg.avif,500,5,100,500,0.97,3,3,1,2
1078,10096542257663,一加 Ace 3 1.5K 东方屏 第二代骁龙 8 旗舰芯片 5500mAh 超长续航 5G游戏电竞  冰河蓝【ACE2】 12GB+256GB,2028.0,刚子在线手机专营店,OPPO,//img13.360buyimg.com/n7/jfs/t1/240777/27/4471/35854/65d03248Fde19e8ac/d85d2c6bd187cfb1.jpg.avif,1,5,0,1,1.0,0,0,0,0
1079,10063025863449,OPPO OPPO A96 5G 新品全网通大电池闪充长续航大内存智能千元机oppo a96 薰衣浅紫 8GB+128GB,1039.0,惠不凡手机官方旗舰店,OPPO,//img14.360buyimg.com/n7/jfs/t1/123049/3/26942/48062/634a5e8dE56af906c/f8e03cd3f7334908.jpg.avif,6,5,1,5,1.0,0,0,0,0
1080,10088208283674,OPPO 【京仓速发】一加 Ace2V天玑9000移动平台1.5K灵犀触控直屏6400 万超清三摄 5G新品  黑岩 16+512GB 官方标配,1899.0,OPPO悠享优品专卖店,OPPO,//img14.360buyimg.com/n7/jfs/t1/219813/30/36114/113999/65af6e6aF7ade4ec5/165efe695070d781.jpg.avif,16,5,2,14,1.0,0,0,0,0
1081,10089101628667,OPPO Reno 11 Pro 现货当天发 5G  可选 K11【月影灰】 8GB+256GB,1669.0,文博电子手机通讯专营店,OPPO,//img12.360buyimg.com/n7/jfs/t1/196501/34/40564/32465/6536588aF9777a460/56f8f736df902161.png.avif,1,5,0,1,1.0,0,0,0,0
1082,10034564140059,	OPPO A72二手 5G全网通90Hz 天玑720全面屏超薄拍照游戏安卓6.5英寸 95成新 氧气紫 8GB+128GB,458.0,海陆优品二手商品专营店,OPPO,//img14.360buyimg.com/n7/jfs/t1/230949/33/5459/97028/6568caa4F50e1f9e7/c9ed3be394258b01.jpg.avif,200,5,40,200,0.93,0,0,1,2
